Date,Location,Gender,Count, Abandoning a child child neglect and cruelty, Abduction of person under  years of age, Aggravated burglary, Aggravated sexual assault, Arson, Assault causing harm poisoning, Attempts/threats to murder assaults harassments and related offences, Blackmail or extortion, Burglary (not aggravated), Burglary and related offences, Carjacking hijacking/unlawful seizure of aircraft/vessel, Controlled drug offences, Criminal damage (not arson), Cultivation or manufacture of drugs, Damage to property and to the environment, Dangerous driving causing serious bodily harm, Dangerous driving leading to death, Dangerous or negligent acts, Defilement of a boy or girl less than  years old, Discharging a firearm, Disorderly conduct, Driving/in charge of a vehicle under the influence of drugs, Driving/in charge of a vehicle while over legal alcohol limit, Endangering traffic offences, Endangerment with potential for serious harm/death, Explosives chemical weapons offences, False alarm/interference with aircraft or air transport facilities, False imprisonment, Fireworks offences, Fraud deception and related offences, Harassment and related offences, Homicide offences, Human trafficking offences, Importation of drugs, Infanticide, Kidnapping and related offences, Liquor licensing offences, Litter offences, Manslaughter, Murder, Murder-attempt, Murder-threat, Offences against government and its agents, Offences against government justice procedures and organisation of crime, Offences while in custody breach of court orders, Offensive weapons offences (n.e.c.), Organisation of crime and conspiracy to commit crime, Other assault, Other drug offences, Other sexual offences, Other thefts handling stolen property, Perverting the course of justice, Possession of a firearm, Possession of an article (with intent to burgle steal demand), Possession of drugs for personal use, Possession of drugs for sale or supply, Prostitution offences, Public order and other social code offences, Rape of a male or female, Regulated betting/money collection/trading offences, Robbery extortion and hijacking offences, Robbery from the person, Robbery of an establishment or institution, Robbery of cash or goods in transit, Sexual assault (not aggravated), Sexual offence involving mentally impaired person, Sexual offences, Social code offences (n.e.c.), Theft and related offences, Theft from person, Theft from shop, Theft/taking of vehicle and related offences, Trespass offences, Unseaworthy/dangerous use of boat or ship, Weapons and Explosives Offences,Month,Unemploy.u25,Unemploy.25+,Unemploy.allages
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,1,22.8,98.5,75.7
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,2,23.2,98.2,75.1
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,3,22.4,97.6,75.1
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,4,21,97.4,76.4
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,5,20.2,97.6,77.4
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,6,19.4,94.8,75.4
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,7,19.4,90.9,71.5
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,8,19.3,88.6,69.3
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,9,20,87.5,67.5
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,10,20.4,86.7,66.3
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,11,20,84.7,64.7
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,12,18.5,82.2,63.7
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,1,39.6,144.6,105
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,2,39.8,143.5,103.7
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,3,37.7,140.3,102.7
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,4,34.6,135.9,101.3
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,5,32.9,132.9,100
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,6,32.3,130.3,98
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,7,32.5,128.7,96.2
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,8,32.8,128.6,95.8
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,9,33.4,130.5,97
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,10,33.2,131.8,98.6
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,11,33.3,132.5,99.2
2015,Not Specified,Not Specified,425,167,29,270,9,1722,3510,16877,54,25435,26301,96,15050,24049,240,25946,12,47,7117,127,150,25505,220,6417,195,97,29,2,95,92,5781,1501,83,29,19,0,153,1081,175,6,30,13,586,283,11440,11088,1895,10,11267,494,211,41254,59,207,596,10931,3366,56,33269,518,289,2574,1478,928,18,1395,23,2283,3597,75732,5369,22654,6455,2741,7,2373,12,33.3,131.6,98.3
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,1,48.8,205.6,156.8
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,2,47.9,203,155.1
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,3,48.6,203.6,155
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,4,50.3,205.8,155.5
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,5,51.2,206.8,155.5
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,6,51.1,204.6,153.4
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,7,49.5,197.5,148
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,8,48.8,193.8,145
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,9,47.9,185.3,137.4
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,10,48.6,179.9,131.3
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,11,47.5,175.9,128.4
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,12,45.2,173.1,127.9
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,1,16.1,78.9,62.8
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,2,15.6,78.6,63
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,3,17.2,81.4,64.2
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,4,19.6,85.3,65.7
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,5,20.6,87.1,66.5
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,6,20.3,86.2,66
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,7,18.3,80.5,62.2
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,8,17.7,79.6,61.9
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,9,17.7,76.6,58.9
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,10,19.2,76.3,57.1
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,11,19.7,76.7,56.9
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,12,19.5,76.9,57.5
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,1,32.7,126.7,94
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,2,32.3,124.3,92.1
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,3,31.4,122.2,90.8
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,4,30.7,120.5,89.8
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,5,30.6,119.6,89
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,6,30.9,118.3,87.4
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,7,31.2,117,85.8
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,8,31.2,114.2,83
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,9,30.1,108.7,78.6
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,10,29.3,103.6,74.3
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,11,27.8,99.2,71.5
2016,Not Specified,Not Specified,437,263,27,212,9,1603,3595,16642,68,17794,18489,77,16032,20429,263,22198,9,49,7689,159,100,24100,219,6934,157,103,14,3,73,132,4937,1377,91,23,28,0,123,905,166,5,37,24,593,253,12308,11998,1687,5,11053,710,294,33681,52,200,483,11408,3623,34,29225,516,208,2101,1226,702,28,1528,18,2524,1892,64772,4753,21501,4837,2086,1,2133,12,25.8,96.2,70.4
